ID,language,genre,lyrics
E8C1602E,bn,hiphop,"দাইর বছে ধুয়ারা জিলাই রাপ করোস আবার চুল কালা কোয়েরা জুস বরা ভাবোস তোর ক্রুম মিলাই সবাই আস্লা দেন ছাগল Stoic Bliss is the Gods, আমনা তিন পাগল আবার বিবাহিতো মেদে তোরা ডিস করিশ Last time পুসি কবে পাসিস ভেবে দেখিশ আবার পামিন গায় লাগলে ফেক ফাক্ট শোদাও Bowie coming for your head and it's factual এশে যোনে জান্দি ভালো কোথা বাংগলাপুটে পাডোস না এঠা জানা কোথা ঘুম থেকে উটে ফেসবুকে লাইক সাশে তোর কেরীয়ার ফ্লোরি কানি গুআ মারা"
DB7C004F,bn,hiphop,নিগেরে সাল অপ এই যো ফাকেন হাউস হট আপ হট আপ গামি বেঙেন ওমা চেস সুতাই নিগে গামি বেঙেন ওমা চেস ফাক দো প্রেই নিগেস বিলাক যাই যে সো ক্লিন লকিন মিং অল জুল্ড আউথ লকিন মিং অল জুল্ড আউথ লকিন মিং কোসা বিম বাডা বিম ওথা কলাক নিগে সো হডা যাই যু ফিন ওন দা ভলাক নিগে আ পি টোনি বেন্স ওন দে ফাকিন বাকস নিগে স্প্রিমিন যেনকিস বত যু রিলি সাকস নিগে এইছি দা মনিম আনে তোরাকে বানো র্রেপ এতিম খানা একো খাইতে দে কায় কোতো দামি একটি কায় কায় কায় কায় কায়
7B32DED2,bn,hiphop,দেশে বসে খ্রিনাক বেশে দেশি মুডগি শেজেছে কতো জকন বলা লাকে শাহোষ কতো বেডেছে মনে রাখিস ফোরাপ থেকে যাত্রা শুরু হোয়েছে তেক তো দেন মৃদ্ তুন তো হাবার শাথে এশেছে হেপাবের স্কুলে গিয়ে কতো কিছু শিখেছে
E9173610,bn,hiphop,"সাই একটি নিতাকাতর, আসিডাকে সাই করত ময়ে আয়া করত তাকে আমারো সারা সিতিত বিবিত না লেপ মি হিটি পুছে বেক এথে পুছে মেক যে মহন ভেক ভেক আ গাছে কোন ফেডিতে বেক যে স্ক্রিম ওহে মেক কিন্ট্রো ভেক ভেক আ গিতে পাপের দে ফেডিতাম এন এন যো নো এন যো নো দে আসেতে বাক্টো টুাসেও সোতে পোতে তাজ ঵োছে মেক যেত হাট লিক হাকা পেক যেত একটা পিছা মা বুলো পোদে স্বাদা ছেক এক হিটা পোদে চেকা পোদে বাক ওদে বাক এদে তেক লাক এক পিছ বাদা কেদে পাদ নেক এক আম লেক দে ঵েই যু শেক এদে বেক মি ওনে গো এং বেক এই পাদলোস পাপে তো সাপে দেশ হোঁ হোঁ বেই বুলা ফোদে রেত লাই দেশ জয়গে মিক এই হাই মিক এই হাই দেন মিক আ ড্রাই মিক আ ড্রাই প�"
CE14977F,bn,hiphop,ইন্ভাক্সে আস্তা ছাগো সামনে আয়লে গরু ছারা সব লাঙ্গল হালাই কামটা করলো কি? পুটকোয়েরা মনটা কায়েরা দিলটা নায়েরা মকটা করলো ইই? বলতো ইস্ট্রাগল বুঝ্বি কি? জিবনে পাই সোষো শবে ফ্রি? সব থাকে ম্যুট বলেশে ক্যুট তোর ফনে বেলেন্সি নায় তকে নাম্পার দিবো আর কি? বকা হালাই কাম ডা করলো কি? আমার বন্ত ভাতে ঘিয়
B98EE851,bn,hiphop,একি একি চা একি একি চা বাড় একি চা একি একি চা একি চা উনো নায়ে উপা বাড়
AC13819A,bn,hiphop,পাসো পিছে তালে কে আগে কুম তেকে উথে দেখি কে পাসে ভোস্তেনে দেখি তার মেন আছে লাই কেশে ভালো বেশেছে কাছে এশে পাসে ভোসে কথা বলেছে যোকে যোকে যোকে নেখে কথা বলেছি নজ্বসো আগে তকে ভালো বেশেছে লাই কে তালে কি বাকি
1E13E1D8,bn,hiphop,কিছু ভালো লাগে না ও রাঙা তোর শারি আইনা আইনা মার বাডি তুই দুরে থাকিশ না কিছু ভালো লাগে না চিখন কোমর দুলি এই থোটা লালে রাগিএ কালো বেনি না ছিএ যাও কোথায়ে হেলিএ তুই দুরে থাকিশ না কিছু ভালো লাগে না কথাতে মতা ভরে না আশুল রুপ ছে না যায়ে না তুই দিন পরে জাইতে হবে ভালো হোয়ে তোই শালায়
8DA3E1CA,bn,hiphop,একটা নাছিয়ে কোমলটা জাকিয়ে আসো রাতে রাডালে করণা অবহেলা বেবে বেবে বেবে বেবে বেবে বেবে পেকটা বাকে আমার মনতের তকা আশহায় তু একটা দুরে দেখে জায় এশো না এশো নিপি ভেজো জাম একটা দুরে দেখে জাম আমার মনতের তকা শুধিনাল আমার দিরে দিরে জায় কাছিনা শায় শুত্ত শাক শুত্ত শাক না একটা দুরে দেখে জাম
428BECC7,bn,hiphop,"But when you leave, I can't breathe I put that gold on your shades of grey So much to save, won't you stay I'll take you home in that blue Mercedes We could leave, head to crib I'm in a lair as you come in bed Come with me, fly with me রেমেতেতো মায় রাংথি প্রতিদিন তো বেকেন ও আমি আজিশন গীহিন"
02B77DE2,bn,hiphop,না আমনা মনে থাড়ে কি করে নাতো লাচে ছি আসেরে হাতে বিতি বিতো কথাতো বল্যে মানুষি আমনা মনে কি করে নাতো লাচে ছি আসেরে হাতে বিতি বিতো কথাতো বল্যে মানুষি আসেরে হাতে মানোষি পাল্ডর মতো নাতে তাকো খোমের কুদুস বয়তি তা লেডিস নো ডায় আমা ফ্রিট মাথাতো রাকো কয়কি মিশ মিশ কোলে মাইডা পিট মাথাতো বন্দু বুকেই যে আম ডোন্ড বেলি ওন্ন বিফ আম টেকনে বেক ইন্তে স্ট্রিস সাযু কন্ন পেভু মিয়ে নিগ্রে সত্ত পাতসি আমকে খুজে বাবে তুমনা গ্রামের কন্ছে কন্ন বীল নে রাত ভোরে লুকো ছুডি দে হলো বিলিলা খেলা আজ মিলা নেরে শন্দা নেছে উঠে মার দুপি এপে উঠে কন্ন পাতসি
B934DC34,bn,hiphop,I kill everything inside people know that AC1D the new school throwback I'm looking up man and I ain't tryna go back Your ass hit the love is real they still bump your old raps I'm on that bangla trap New York City flow Haters gon' get it though Eeny meeny miny moe Didn't I tell you I'ma take myself to the top It's like I kept on climbing and forgot to stop আক্টা ড্রাইবের আক্টা bodyguard আতেংতা মেন আমা সাথে আশো ক্রো সবা জিনতা শেষ্ট বলে কাল কে দেখা হবে আজ কে দিনতা শেষ্ট মনে মনে জানি শিনো ডোট আম দে এশ্ট এশ্টিনে না চেকিংগু
D8411497,bn,hiphop,"আকাশে ভাশে দুদি দেরে দুদিয়া কিকি দিয়ে জাবে তুমার করে মেরে ফাল প্রিথি পিতে পাবে ছটো খাটো সুঝো বাদ লাকো আমার বিগ স্কোপ আমি এতো ডোপ মোডা হয়লে হয় তাম বিগ স্মোক গ্রেন্ট থেপ করো সম্মান বস আমি বিগ ডোপ খোতে হবে সিজে তোর জাবে না রাখা বিগ ভোক হতা শার মৃত্তু হক, You have to dig ডোপ এডা রিল লাইফ ভাযা নাইগা কোন ছিট কোড আমার বার্জ এতো স্ট্রাংগ, লাগে না লাইনে প্রোটিন যুত কা ধেনে সে হেয় ফাপ আমর প্রোটিন সেইইং ইন দা গেম পোর আ ঵াইলে কোন"
C147CDD0,bn,hiphop,"I'm fighting wars on the Mustang like a knight on a horse Like your wife with the swords done your life with the sword Struck a knife with the force like a right to the core Prizes ya pay nigga prices ya pay Like illusion you seein mist in the day Now you missin' the way now you mold in the clay Now I shine without gold in the way I see the bolder you sold or get older It's over I'm sold or it's sold Fuckin' over it's over Better when the cupid cry, better when the world in mine Never know what the heaven uses when it's raining from yer eye সেরো পা মেন্ন মাস"
0530E33F,bn,hiphop,পাকেট ফুলো না কথ্র বেচ আম গোইন আপ লাক কে ক্রিপ্তো যে না আম মেক হিস্তো মা ফ্লো ইস কেট্সো দে কাউম মি যন সেকো আ পংছ লাইন্স লাইক ক্লিচ কো দেন কথে বলি বেশে স্লাষ্টো আমার মনে অনে কোষ্টো তাকে পায়ে মান্থে নস্টো দেন কাও মি হেড হন্চো আনি মা মনে প্রত্সম কিলোস উমি দেখ ক্ষত্রোত্স তো দেখ এংক পুরা ঘাত্যর কথা কম তুরা কামচোর বাইরা দেখে দীবো থাক্পোর বেদে নেপ্স পোরা বান্দোর I put my money in band up Pocket full of that hundum
10FBA245,bn,hiphop,আমি দুবে যেতে চাই আর অনে গোবিরে আমি দুবে কেসি পলে কেও থামা পাশাটা বানেলী পাশে জাহাজে টাকাটা আশে টাকাটা নেই আমি আগে পরেতো পরি না ফাদে পেনিকে আমি তো চাদে মাছে পাতে বাংগালি আমি রলি ডাপ দেন আমি টানি কাপের বেতোর মহিলা পানি আমার জামা জুদে সব দামি আমা টাকা নিয়ে টানা টানি টাকা না দিলে তো পানিতে কোতা তো হোবে তো গালি দে
B70044C8,bn,hiphop,দেন আ হিট আ মা প্লাক ফর এ ক্যুপি দেন এস লান রাই ডুমা ক্যুটি আ স্যেয় যুতিক মা লাইফ ইস আ মো঵ি Friday যো গোরে শিয়া গ্রুপি
DF88B9F5,bn,hiphop,"চাপা বাজে নাই বিকাশ Day 1 থেকে আসে আকো তোরা শাখিতা কেম ইন দে গেন পো মা ঠিম ও মা শোল্দের Heart getting colder, that's what I told her That I own drop till new music get older Hate coming in like the size of a boulder Baby, she a star so I'm out, f**kin' mold her I'm just me, cause the things that I've been through You're just you, cause the things you are into Face off, you been a b**ch and I been new Back on the track for the remix"
BB6628A9,bn,hiphop,আমার গান কোনাই কোনাই প্রয়জন মনি মনি মনি বেবি ডলাল ছানা কোথা নাই বরো ভাইদে জিকা কাল্জের বেছিন আমার ভাদি নাই সানে দিন হাড মাটি নিচে পাপি নাতো কোনা ঠাই ট্রেশ রুল্স এবেরিতিং অরাউন মিন নবা জাই রাস্তাতে বিচ্যারণ পলাপান থুক্যা সালম যতো বেইমান টুপেস আকে বিচ্যকাত পলা মুক্লো কয়া পালা জবানে রিপলি জাপি শাক্ত জুবনে রোপি গতা তিক্ত দাইতো খাতকলমাদে নিলেতো উপারমাতে আড়া জক্মে রাইমি করে জুক্ত দর্কো সুম্বা ভিষ্ণ কোত্তম কেল্লা একন ওনে বাকি লোকে বাইলো ক্লিত্সে কাজি হাস্মানে উন্যুলে কামাকি
0E6C7440,bn,hiphop,মানি এমা স্লিম দেদি আসকিম আনা দু বেচ আউন টেলম শেট নুকে জেম ডুয় দেম বোইস বয় যু বেটা প্লেই দে ফেফ্ট আমি শুনছি তুই না কি বাংগলা রাপের রক্খি বিদেশে বসে দু ক্যাঙ্গারো চুসোস কোথা বাজে না তোর ঘন্টি তোর পরকপাল তোর সংগি তোর ঘ্রিনা জিবনে তোই বন্দি আবার পলি থেকে তোই ঵িক্টিম শাজার ছোড় পাইদের বন্দি এখো একাশে হাটে বন্দু বন্দুকটা পাশে রাত্রের জাগা সকাল আগে নেই ড্রেকোটা হাতে ব্রেড বিম মাতায় হেক শাড গুলিটা লাগে আতাতা জেগে উঠে দেখো
71264BC9,bn,hiphop,আমার কিছু কথা আছে আমি সেটা বলবই সপনো আছে সপনো আছে আমার কিছু সপনো আছে আমি সেটা ঘরবে আমি সেটা ঘরে ভোয় রাজ্লিটি জদি জনো মানোশে রিশেবা হয় তোবে যাজ নেতের কাছে ছেতে কেনো লাগে ভহয় কেনো আস্পোতি নিদি নিয়ে ঘুরে পোটকল গাছে পানি দিবে না কেউ কিন্তে সবাই খাবে ফাল
106778C0,bn,hiphop,মিলে না প্রদিপের বাতি জলে না আমার হিশাব মিলে না মিলে না প্রদিপের বাতি জলে না গুনি খাওয়া গোকাটার দর্শন শীরো নামে লাল হবা ধর্শন মেদের হাতে কানো জুলি আর পুরুশের হাতে কানো তলো আর আরনা
4C653CE2,bn,hiphop,আজ্বে আজিবন নে দযাঁ যেন্নো সে আজ্বে আজিবন দুনিযা দুই দিন সময়টা অল্প এখানে জমা হয় জিবনের গল্প চোমিদারি বহাদুরি খনিকের মন্চে তাকা পেয় বুলে জাই শেকরের শিল্প শুকি হতে চাই মন শুকিতা জানে না গুলোশানে বারি তাই আর কিছু লাগে না ডামিগারি নারি পেয় হতা শাই মারা জাই থেতি ছানা মানুষেরা আর কিছু ছিনে না কুডু থেকে মনে হয়
50744063,bn,hiphop,"আমা দাকার ফেন আমা দাকার ফেন তুর্মা আমর একস গলফ্রেন এ একস গল্ফেন, বিঁঝ এক গল্ফেন লেবি লেনাই দেমলে দেমলে দেমল দূয়ে, দেমলে নাই So **** richest, I'm so **** сюж দেমলে নাই দেমলে দেমল দেমল দূয়ে, দেমল নাই So ****gypt, I'm so ****gesch টাকা গাডি বাড়ে রও ভাব নাই সাউপ শালা ফোকিনে লে঵িলে নাই লে঵িলে নাই"
39810ABD,bn,hiphop,হাই বুক ফুলে চোল সিত হাই পোলা পাইনে কহয় আমি দেশি রেপ যে মেল এক মাতো রাজা তাই আমি গান হুন পারে বাইরে জোরে বাজা আমার পথা তোরা বুল চোক বন্দ কোয়েরা শব শাজা মেপা দেখ আমনো মতো ক্রাসন আকি তাওর পাজা যুকে ত্বার ও ভিদে গেন্গ পোতে এসিস রায় হের এমা আম দে গেম আসি আল দে জোক্যোজ দেজাপেয়া করস হের এসিস রায় হের এমা আম দেজাপেয় করস হের এমা এসিস বেইর এনাম দান ওক্মা টুল লোক্করেস মমা সাইর আমা এক সাইর ফ্লক্স
B316D660,bn,hiphop,পুরা ছোগ আমি কিকো ইসো ফালা মত্যন বোজে লোকাল পোলা পাল তোরা হন্তে ভাযা নিজের বাংলা র্পের যোগো তা খোজে পাংলা র্পের মানে সিথা সম্তা পাটে বাংলাই কথা কোয়া একারা দেহাই দিসে ভাইর্বাদ দারেকে এক থাকায়া পোলা উলকিনার ছারা যোমিন বানাই দিলাম লোকাল রা পাংলা র্প হেলাম গুর কোলিয়া হোইসে করা নিজিগোর হিপাপে ছোইলা মাই নার ভাসাস সুমেদের তিছোতে কোডি পাংলা র্প দুনিয়ার সোপ ছিপার পাংগালে গুলেগা পাংলা র্প তাওর অডখাউন যোগানের উসিলা হয়লো পাংলা র্প মাই নার ভাসাস সুমেদের তিছোতে কোডি পাংলা র্প
8DD6104F,bn,hiphop,সে শলো সদাজ ধাবেকা দুর কের থেকা ধাকাই টাউরার চাত্রা সুরু ঘোরা সোহিত থেকা খিস খামু হাচা মনে করব আজিমপুরে আযা হাতের ওনামিকা মধ্যুমারে বিথা দাপা সাযা সাহাদাদ খারা কেনারে বামে এফা লাযা লোকাস মারকা বানায় দেহাই এল চলি দিনি সেরে নিছের ভাইরদার লযায়া দেহাই রাজতের খেল অতা গোনা পারা ছুন কুটা সুপ্রাপুর কাথের পুন আংগো রপো রাজো বাংলার জেল ভাস কেন জো কারাগে সোহিজ নগর এক দুই আধা গোলি
B9859779,bn,hiphop,মারা লাশু হয়েতে মনো বতা উঠা গেছে হালগ ঘুষ খাইতে খাইতে খারাপ লাগে চিন্তা কর্তে আমার এই দেশে দাশা মুক্তি যো ধারা কি জান্ত পামু এই শাধি নতা সেতে গিনা করে না যাত্তার কাসে খাইতে ঘুষ কারে ছালি নারে তোরা বাচ্চা মহিলা পুরুষ আত্রিষ্টা বছোরেসে দেশ্টা কি কামাইসে চাইন পাসে দেখ বাঙালিরা কি পাইসে দেশ্টার ভবিশতের নাই কোনো খবর চুত্যাকে বন্কর আতো সিন্পান তুইনা ধরে তোরা কান্কল এই এই ইশাপেক মতা হন এই এই
84993DF5,bn,hiphop,"এই ইন্ভেজিত কোস এই হাই উইছ যে ব্লোন মেন চেক মি আও আইইং গানো গন্জ ও ক্লিপ্স What I got to knock you down Is with my lyrics Now take that Have it, you mother f***** bag It's you b**ch's best It just got blasted যেনুই local rapper যে Bangla hip-hop খেলায় Mainstream এনামসি পুডা underground কাপায় বানেলেসি Bangla local side ভুঝো কি কোয় যামবরে চিনা ডেখো আম্রায় চাউন লোক্যের জেনুন লোকো রেপ্পের এ বাংলা হিপাপ খালায় মেন্স্ট্রিমে নাম সিকুলা অন্দেগ্রাউন কাপায় বানে লেসি বাংলা লোকো"
747751BD,bn,hiphop,আমাক ক্ষেপ সে নাগ্যো কান্ন হবলে এই চগধাতের মুঠে পিথে পিফ পায়ে নিচে আমার গারি চলে আগে পুলিস আমার পিছে পিছে আমার মেক্সিন ভোরা বুলেট বন্দুক লোডে ডাল টাইম বেরশি ক্যাচাল পারলে শেয়াশ করমু লাইফ লাইন আমার বাপের ইচ্ছা ছিলো জেনো হয় আমি ডাক্তার চিকিছা কোইরা জেনো করি সবার রুপকার হে আমি ডাক্তার কিন্তু লিখি না প্রেস্ক্রিপ্ষন আমি লিখি মানুষের বাচা মরা ডিসিশন দেখো বাবা দেখো মা আমি কোতো নাম করা খোবরের কাগো জেয় আমার ছোবি হাতে হাতে
8A723DD6,bn,hiphop,
16535675,bn,hiphop,কুদা হাফি তো বদিবে সোতি রায় না কুদা হাফি জায় এই দিয়ে সাথের গন্ধু ঠাক বাই ছাই কুদা হাফি তরলেগা জাই কর্তি মনে রেখা দুআ করে সমে করিনা করে আমি বুগেটানী বন্ধু নাকি কাশাপ ভালো কর্রা জানে তিতা তুডি মারবি যেন কাছি ডানে কাশাপ তুই তোগু তোরে এনি বাই মানে পতি বালো পাস্টায় দেহি মারা মাড়ি টেকা পশলে গদেই কারা কারে ভিয়া ভাইন গায় শম্পুর্কে চারা ছেড়ে টেকা জতে কমাস্তে ভিয়া কারে ওর হাইতে ঘোপনে টিকি করে ছেরে কিন্তু ধরা কালে করে সিনা ধুলেয়া নে ওছিত করে ডেরে
B1A2696A,bn,indie,মনটা নরংকরে এক বারে ফন করে কথা বলে নেনা প্লিস কেউ কিয় মন করে এতো ভালো বাশে তো ভো তোর মনে জাগে নশোহার
144A7A1B,bn,indie,জাকান আদার আশে আকাশে
6DE8A060,bn,indie,তুমাদে প্রেম সকল দিকে গাছে যোদী দাকোডানামে লে আকা সেশে নাছে পু�ekoুষে বোপে তনে দানে কার ও ভেনানে
79FDE2AA,bn,indie,কেজে হলো কি কখন পুরে গালো জলে ভেজা রাত ছোয়ে গালো কি এমন একি এমন
8AD0B102,bn,indie,তাতে হারিয়ছিন আমারেই প্রার তাতে হারিয়ছিন আমারেই প্রার
6232A745,bn,indie,কাখন ও কি তুর আশ্বির টেলিফন শুন বিগি তোকে নিয়ে লে কাকান
146F4244,bn,indie,নেদারিয়ে দেখেছি আমি রাজ প্রাশাদের সপন আজ প্রাশাদ গরেও বাইনা কেনো খুশিতে মাতার গল্পো জিমন্তো এক শুন্ন পাতা কেনো ইবাতা হারাবো জদি রাঙেই না মেলে খুশি তাবে কেনো ইবাতা রাঙাবো জিমন্তো এক শুন্ন পাতা কেনো ইবাতা হারাবো
51E120E3,bn,indie,"তুই ছাই রা কে আছে, কে আছে রিদায় কে আছে রিদায় তুই ছাই বা কে আছে কে আছে"
6DED5462,bn,indie,মনে কথা মনে দেগো পনে ছাপনে কলে পো নাই দুমি রাবে সুমহি তো আধেমে নি মনে কথা মনে দেগো পনে ছাপনে কলে পো নাই
8449A26A,bn,indie,হাত রাখবে কি হাতে চলো না হারিয়ে জাই এই রাতে মন চাই তর গাই বালো বাশা মাকে সতো মেগেই আবে পারছে না ধাকে
5B0A578D,bn,indie,সনে বাতো আমার আমার কিশে না কান্কা সোবি মিত্সে ও ভিন্দার সনে ভিন্দার
5C69F6AA,bn,indie,পাহারে পাহে হন পালালে আতো গমিয় তায় আপনায় আন্দাখায় শুকি ওগালে কুনায় হচনায় আনাকলি করোনোয় তেনাকলি
4F2585E0,bn,indie,তুনি এই ভুকেতে ইরাগে মাধা মানি আমি এক গোরিপ প্রেমিক নিলা আমার আর কোথা ও জাও আরে নি আমি এক বেকার প্রেমিক নিলা তুমাকে কিছু দেভারে নি
7DC87929,bn,indie,সুয়ে কেদে জাবে আমার কথা ভুলে জাবে সুধু তমার আমার স্রিতি কুল রোয়ে জাবে সুয়ে জাবে একটিপি
8F78F8B2,bn,indie,আমার তুঝে আমার জানি না কি আছে তোরি মাঝে বুঝি না কানো জে ভাবি তো কে জানি না কি আছে
BAE65D12,bn,indie,কেমন তুমার গায়ের রঙ্গ কেমন তুমার কথা কেমন তুমার মন খারাপের উঝুদ নিজুদ লতা আজ অনেক দিন পর লিখে কিয়ে ভুলে কেলাম তুমার গলার
7908F24A,bn,indie,ছাবে কি পহুদুর মরশাতে আরামে কোথায় তুমি কোথায় কুন্রি
3C71EDC2,bn,indie,প্রিতিবি খুডে জায় রাম্ত ভিন স্পর্ষে হুয় সোআমি ওনুরাক্মি এমা পাতি কেন ও গাই পাহা
963F08D4,bn,indie,আসা আছানাই থাক তো ভুকেরো এত দুডে কাছে কেরো আসা আসা আছানাই কিছু মলো নে পামনি এর পেছে তাকা ভিতের
0A7C561F,bn,indie,এই জিযামা সাপ তেকে বারো প্রুণ
8626DD2B,bn,indie,সাথে শুনো শুনো কথা শুনে জাও আমাকে বলে জাও তুমি ভালো বাশো কি তুমাই পেমে পরেছি আই হাই আমি কি করি সাথে শুনো শুনো কথা শুনে জাও আমাকে বলে জাও তুমি ভালো বাশো কি তুমাই পেমে পরেছি আই হাই আমি কি করি
A6E628AF,bn,indie,মন তোমাকে চাই আমার করে জারাতে চাই তোমাকে চাই সালিন্স আমার
3CDE64C8,bn,indie,আমার সহরে রঙ্ধাডি এছে মানুষ জোবেছে লাশ কাটা ঘরে মেখুগুলো এশে রদু মুছে গেছে হাডিয়ে গেছে অন্ভুকারে তখন তুমি এশে হারালে কোথা
43E66CCE,bn,indie,অর্থহিন সাব জখন শুক থাকে তার প্রানে পিন চাকানি এস সক্ন গর্তে চোরেছে এই দিপ্রাল আয় খেরা সহরে এই দিপ্রাল আয় খেরা সহরে
82CFD11A,bn,indie,গুনে ভাগে সাম শেশে গুডি কিশে মিলে শুখো গুলো জায় জায় এছে খেলে শহর তলির ভিরে
97BF9E63,bn,indie,পালো বাসা দিনে ইরিশে শুন্দানে মেঝে দাখু দুশা
744DCA1F,bn,indie,সনমিছে কথা দিবো না মনে বেথা একি সাথ পাহার শাগোর পারি আধারে তুমি নিয় নাডি পাহার এভিতি জদি কথা বলে পাশেই রগো তুমার হাটি ধরে কোথায় জাবে তুমি কোথায় পাবে
4E633928,bn,indie,আমি গলাপি তাই চিকি মিকি শ্যর্ত পুরে বার্টা তু বিশুন্দর সবে তার ছল্ল দোরা দোরি তিকি তিকি আংগুন ছলাই মনের সবার হাতেকি পাতেক এই পিনা রোলেকস খোরি মারো লকিরে লকোর মপোর চিনে নাতে
783FCFD5,bn,indie,সন্দে বেলায় সকালে ও কালো তুমার আমার অতাশা সকালে ও কালো তুমার আমার অতাশাতে মিলে এই মিশে জাবে শুতে
4A70C50A,bn,indie,আস্তে আস্তে আস্তে আস্তে আস্তে আস্তে আস্তে আস্তে মুন চাদেশ
352E75C8,bn,indie,তুমি হাস্লে প্রজাপতি ওরে রংছারাই মলিইন ভুবনে রাজাগা চোকিদার আমার সাথে প্রভরোনে ঘুমামানে
88CA1B13,bn,indie,আন্মনে খুজি আজ প্রিষ্টির রাতে তোমার ওইশোর কন্ঠো কানে বেজে ওঠে মেহের ভেলার ছেতারার আপনান প্রিষ্টির কন্ঠো কন্ঠো কন্ঠো
42E762EE,bn,indie,মুনে গের ধাকা দিন্গুলো বৃষ্টির হাশি কেনো সে বাতাশের মাঝে তোমাই খুছি মুনে মাঝে কেনো সে কেনো সে কেনো
AD7114B5,bn,indie,নিবে জাও মেশি জাও নিবে জাও মেশি জাও
2EAD812E,bn,indie,পথের বাধা ভেঙে দিয়ে সতো ঝরের আঘাদ নিয়ে শিখেছি আমি সবে নিয়তি থেকে আমার যোখের কাজো ছুয়ে আধার ঝরে আলো হোয়ে শেকোলে বাধা আমি নানা জলে
5FEF0A11,bn,indie,নদি আমি আস্বো না পাখি আমি আস্বো না শুক আমি আস্বো না
BECF8C0A,bn,indie,সুত্যানে সুত্যানে সুত্যানে
A4F611C9,bn,indie,সার না মুসা ভিং
B63DEBDA,bn,indie,সুডেয়টির অন্ত কালে সন্নকি দেখে ছেবে বেতাকি সন্ত হবে কোন কালে পোরের অপেখা সমাইরা কোহায় দেখে নতন দিনে লালো মিশন
40925F07,bn,indie,বডো গলারা বেল্ভেট চাদোর তোবুও কি শপনে রাকা যখুন তো মার নিল রাকে একে একে শানে
6A3594CD,bn,indie,সেনাছু কিকে তুকা দেখাতা যে না
3A5496B4,bn,indie,আণে আর কোনো ভাবে তমারে এ�ی মুলে আম্তহিয়ন শুধুশ্রেদি তমারে এই মলে মান ধরে শুধু স্রিতি তোমারে এই জিবন ছুটে জায় এবা পরোআতে না বলা কধারা
81D2C34E,bn,indie,পুরে জাযা মার পুরো শোরি রাতের আলোয় জাদের আলোয় ছুডির আছে শেও
044BF2E3,bn,indie,আমি বৃষ্টি বেতর দাডিয়ে তমার সোরি বৃষ্টি দে পিছে তো এক পিছে
AFA5B26E,bn,indie,জুনাত জলা মনিয়ে দাডিয়ে কি দেখম কাত কে কেড় খাজও হোড়ে আয় নযা মার এই মনে
0E8369D0,bn,indie,করমাছতে হটা থা঵ায় ছায়পথ ছিঠি পাঠায় নিশ্বতের ভাশায় সে গান সনে ভুলে ছা঵া জত শুক্ন পায় ছাপ মধের গায় পুডে তাকা আমি যো শুনি শুনলি লাপাকে আমি যো শুনি
4653BC2A,bn,indie,এখন দুলছে তালেবে যা তুমি আমি জানা নার এপাস্থে কে ছায়ের কাপে করছে স্রাবন শুধাপান ছুয়ে ছাক না ছাক জলের পোটা ভিজে সবাই ভিজে সবি এদিন এরাত বেকুল তুহাত আবের চমাই শেসনিক তো তার ছুমাই
35136F24,bn,indie,আমি তোমায় ছুতে পারি নি বলে মৃষ্টি ছুতে ছেছি আমি তোমায় ছুতে পারি নি বলে মৃষ্টি ছুতে ছেছি
93ED9F04,bn,indie,গুডি হুডি হুডি গাডা গুডি খেতে দাও কুআশার থুআশার হয়ে পেহারানে খুঝে লিয়ে আমাকে জোডিয়ে থুডে ছুমু খাও বার্তে দাও বনা ছোপে মতন খরে শুকিয়ে জেতে দাও খুন জামু জাডে গোবের হোতে দাও
3A5414DE,bn,indie,আমার গোলোগ থাথার অনেক ঘরে অনেক লল্পো বাধা আমায় বুছ্তে গেলে শকা শুধুই মিলে মরিছিকা ছিন্তে তুমি পারে না বুছ্তে তুমি পারে না গোলোগ থাথার কোথায় আথার কোথায় আদো
CB98F38A,bn,indie,না বলা গুলা ছুখে কতো সুময় বোয় জায় ননা চলে কতো কথা বেশে জায় না বলা কান হুবুক ভেগে
C7192299,bn,indie,নে ভুলো কি তু মারো মে জানে কেছো না কি আলোতে আধানে ছুয়ে জাই নয়নে ছাদো না বাসো না দোটানা ছুডিয়ে পরাওতো সরণে রোদি বে রুদ্দী বন্পরি নতো নতো জানো জাতো নাই কোরিতে রীতে বিপরিতে পরাজিতো যদো শুসো নাই গানামাত্সি কাছে আশাহাশি উপো আশে আশি হেশে শাউশাউকে
054FC94D,bn,indie,জলের তালে আবল তাবল কথার জালে কোথা আনি শাপ্তো নি কিছ্ছু আজ করার নি কিছ্ছু আজ করার নি করার নি
4CAF0113,bn,indie,আদ ওলিতে গলিতে মাখারান সাধারন সাবাস সাধারন হারশি মুখে আবারু হাদ বাডিয়ে জোডিয়ে ধুরে ছেরে পালা তুলু আবুরন হারশি মাখারান সাধারন সাধারন সাধারন
77D404C1,bn,indie,সুন্তে সুন্তে
12D94A71,bn,indie,সিলে আস্বে আলো অমুরত্তের মসাল জালো জন্ম হোগ জথা তথা কর্ম হোগ ভালো আমার এতো আলো দারকার নেই এই অন্ধোকাই থাক অন্ধোকারের ম্রিত্তু নেই অন্ধোকারের সত্রু নেই অন্ধোকারের বন্ধু জারা তারাই করে রাজ এখানে কেদে আমাদের কি নেই
